Program Kodu,Üniversite İsmi,Program İsmi,Başarı Sırası,Başarı Puanı
100210202,ADIYAMAN ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İşletme
(4 Yıllık)",805.034,250.1532
112370784,KAYSERİ ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Makine
(2 Yıllık)",805.152,303.91788
112550494,ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Elektrik
(2 Yıllık)",805.278,303.90547
210402397,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,"SANAT VE TASARIM FAKÜLTESİ
Gastronomi ve Mutfak Sanatları (Ücretli)
(4 Yıllık)",805.449,234.81634
108350636,ORDU ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Mekatronik
(2 Yıllık)",805.595,303.87853
107650054,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,"MUĞLA MESLEK YÜKSEKOKULU
Dış Ticaret
(2 Yıllık)",805.602,303.87765
106190073,KARABÜK ÜNİVERSİTESİ,"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Ortopedik Protez ve Ortez
(2 Yıllık)",805.720,303.8674
108150823,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,"NİĞDE ZÜBEYDE HANIM SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Çocuk Gelişimi
(2 Yıllık)",805.816,303.86113
110670144,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ (BALIKESİR),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Sosyal Hizmetler
(2 Yıllık)",805.964,303.84847
101090664,ANADOLU ÜNİVERSİTESİ (ESKİŞEHİR),"AÇIKÖĞRETİM FAKÜLTESİ
Çalışma Ekonomisi ve Endüstri İlişkileri (Açıköğretim)
(4 Yıllık)",806.287,250.0424
103251535,KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,"KÜTAHYA TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Mekatronik
(2 Yıllık)",806.328,303.81586
106490162,KASTAMONU ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Finans ve Bankacılık
(4 Yıllık)",806.738,250.00568
104590099,GİRESUN ÜNİVERSİTESİ,"TURİZM FAKÜLTESİ
Rekreasyon Yönetimi
(4 Yıllık)",806.761,234.6707
100990026,AMASYA ÜNİVERSİTESİ,"SULUOVA MESLEK YÜKSEKOKULU
Acil Durum ve Afet Yönetimi
(2 Yıllık)",806.821,303.77516
103451799,EGE ÜNİVERSİTESİ (İZMİR),"EGE MESLEK YÜKSEKOKULU
Polimer Teknolojisi
(2 Yıllık)",806.993,303.76023
111091474,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (İSTANBUL),"ARNAVUTKÖY DARÜLACEZE SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Yaşlı Bakımı
(2 Yıllık)",807.013,303.7588
203550878,İZMİR EKONOMİ ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı (%25 İndirimli)
(2 Yıllık)",807.110,303.74944
106250564,KARADENİZ TEKNİK ÜNİVERSİTESİ (TRABZON),"TRABZON MESLEK YÜKSEKOKULU
Biyomedikal Cihaz Teknolojisi
(2 Yıllık)",807.191,303.74327
105010385,HARRAN ÜNİVERSİTESİ (ŞANLIURFA),"FEN-EDEBİYAT FAKÜLTESİ
Sosyoloji
(4 Yıllık)",807.235,249.96329
103990158,FIRAT ÜNİVERSİTESİ (ELAZIĞ),"KOVANCILAR MESLEK YÜKSEKOKULU
Optisyenlik
(2 Yıllık)",807.337,303.73258
111851117,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"SAKARYA MESLEK YÜKSEKOKULU
Muhasebe ve Vergi Uygulamaları
(2 Yıllık)",807.372,303.72944
102590384,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,"KÖPRÜBAŞI MESLEK YÜKSEKOKULU
Mahkeme Büro Hizmetleri
(2 Yıllık)",807.614,303.70831
300250589,GİRNE AMERİKAN ÜNİVERSİTESİ (KKTC-GİRNE),"SAĞLIK MESLEK YÜKSEKOKULU
İlk ve Acil Yardım (Burslu)
(2 Yıllık)",807.684,303.70156
107890057,MUŞ ALPARSLAN ÜNİVERSİTESİ,"MALAZGİRT MESLEK YÜKSEKOKULU
Evde Hasta Bakımı
(2 Yıllık)",807.696,303.70066
107090431,NECMETTİN ERBAKAN ÜNİVERSİTESİ (KONYA),"VETERİNER FAKÜLTESİ (Ereğli)
Veteriner (KKTC Uyruklu)
(5 Yıllık)",807.725,230.28447
104390075,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,"NİKSAR UYGULAMALI BİLİMLER FAKÜLTESİ
Halkla İlişkiler ve Reklamcılık
(4 Yıllık)",807.737,234.56796
101190341,ANKARA ÜNİVERSİTESİ,"AÇIK VE UZAKTAN EĞİTİM FAKÜLTESİ
Acil Durum ve Afet Yönetimi (Uzaktan Öğretim)
(2 Yıllık)",808.660,303.62235
108851444,SAKARYA ÜNİVERSİTESİ,"SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Yaşlı Bakımı
(2 Yıllık)",808.666,303.62203
102310346,YOZGAT BOZOK ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Radyo, Televizyon ve Sinema
(4 Yıllık)",808.799,234.45367
204090524,KTO KARATAY ÜNİVERSİTESİ (KONYA),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Beslenme ve Diyetetik (Ücretli)
(4 Yıllık)",808.880,230.18954
300750115,GİRNE ÜNİVERSİTESİ (KKTC-GİRNE),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Fizyoterapi (Burslu)
(2 Yıllık)",808.914,303.59928
209310334,İSTANBUL ATLAS ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Tıbbi Tanıtım ve Pazarlama (Burslu)
(2 Yıllık)",809.286,303.56774
109970421,YALOVA ÜNİVERSİTESİ,"YALOVA MESLEK YÜKSEKOKULU
Ön-Yüz Yazılım Geliştirme
(2 Yıllık)",809.364,303.56127
200690426,BAŞKENT ÜNİVERSİTESİ (ANKARA),"KAHRAMANKAZAN MESLEK YÜKSEKOKULU
Gıda Teknolojisi (Burslu)
(2 Yıllık)",809.410,303.55761
106350245,KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ (KARAMAN),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Çocuk Gelişimi
(2 Yıllık)",809.512,303.54844
108570521,OSMANİYE KORKUT ATA ÜNİVERSİTESİ,"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Çocuk Gelişimi
(2 Yıllık)",809.713,303.53145
108790119,RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ (RİZE),"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Mahkeme Büro Hizmetleri
(2 Yıllık)",809.843,303.52069
107390196,BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ,"ALTINYAYLA MEHMET TUĞRUL GÜVENLİK HİZMETLERİ MESLEK YÜKSEKOKULU
Sivil Savunma ve İtfaiyecilik
(2 Yıllık)",809.979,303.50967
200390511,AVRASYA ÜNİVERSİTESİ (TRABZON),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Radyoterapi (Burslu)
(2 Yıllık)",810.420,303.47192
101790111,BATMAN ÜNİVERSİTESİ,"İSLAMİ İLİMLER FAKÜLTESİ
İslami İlimler (M.T.O.K.)
(4 Yıllık)",810.451,234.2824
204090433,KTO KARATAY ÜNİVERSİTESİ (KONYA),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Uluslararası Ticaret ve Lojistik (İngilizce) (%50 İndirimli)
(4 Yıllık)",810.566,249.6749
109110284,SİNOP ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Sosyoloji
(4 Yıllık)",810.733,249.65867
108190247,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,"NİĞDE ZÜBEYDE HANIM SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
İş ve Uğraşı Terapisi
(2 Yıllık)",810.949,303.42368
108350539,ORDU ÜNİVERSİTESİ,"FATSA MESLEK YÜKSEKOKULU
Çocuk Gelişimi
(2 Yıllık)",810.989,303.42038
101710178,BATMAN ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İşletme
(4 Yıllık)",811.042,249.63179
100490216,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),"BOLVADİN UYGULAMALI BİLİMLER FAKÜLTESİ
Lojistik Yönetimi
(4 Yıllık)",811.050,249.631
104250658,GAZİANTEP ÜNİVERSİTESİ,"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
İşletme Yönetimi
(2 Yıllık)",811.224,303.39748
112510892,ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"BÜYÜKKUTLU UYGULAMALI BİLİMLER FAKÜLTESİ (Yalvaç)
Muhasebe ve Finans Yönetimi
(4 Yıllık)",811.272,249.61342
300190429,DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA),"İŞLETME VE EKONOMİ FAKÜLTESİ
Finans ve Bankacılık (İngilizce) (Burslu)
(4 Yıllık)",811.350,249.60741
210402957,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Yeşil ve Ekolojik Bina Teknikerliği (Burslu)
(2 Yıllık)",811.362,303.38605
112552445,ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"UZAKTAN EĞİTİM MESLEK YÜKSEKOKULU
Tıbbi Dokümantasyon ve Sekreterlik (Uzaktan Öğretim)
(2 Yıllık)",811.388,303.38357
112490566,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,"BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU
Uzaktan Algılama ve Coğrafi Bilgi Sistemleri
(2 Yıllık)",811.837,303.34556
100590099,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,"DOĞUBAYAZIT AHMED-İ HANİ MESLEK YÜKSEKOKULU
Evde Hasta Bakımı
(2 Yıllık)",811.990,303.33226
107390420,BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ,"GÖLHİSAR SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Evde Hasta Bakımı
(2 Yıllık)",812.071,303.32541
112270971,KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Görsel İletişim Tasarımı
(4 Yıllık)",812.494,234.06171
111110080,İZMİR DEMOKRASİ ÜNİVERSİTESİ,"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Yaşlı Bakımı
(2 Yıllık)",812.544,303.28246
100490218,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),"BOLVADİN UYGULAMALI BİLİMLER FAKÜLTESİ
Muhasebe ve Finans Yönetimi
(4 Yıllık)",812.958,249.46796
106250882,KARADENİZ TEKNİK ÜNİVERSİTESİ (TRABZON),"MAÇKA MESLEK YÜKSEKOKULU
Laboratuvar Teknolojisi
(2 Yıllık)",813.067,303.23705
203590231,İZMİR EKONOMİ ÜNİVERSİTESİ,"GÜZEL SANATLAR VE TASARIM FAKÜLTESİ
Tekstil ve Moda Tasarımı (İngilizce) (%50 İndirimli)
(4 Yıllık)",813.157,249.44969
108650051,PAMUKKALE ÜNİVERSİTESİ (DENİZLİ),"DENİZLİ TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Makine
(2 Yıllık)",813.424,303.20915
106951404,KOCAELİ ÜNİVERSİTESİ,"KOCAELİ MESLEK YÜKSEKOKULU
Rafineri ve Petro-Kimya Teknolojisi
(2 Yıllık)",813.523,303.2019
300512926,YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Fizyoterapi ve Rehabilitasyon (%50 İndirimli)
(4 Yıllık)",813.572,229.80751
107650654,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,"MUĞLA MESLEK YÜKSEKOKULU
Muhasebe ve Vergi Uygulamaları
(2 Yıllık)",813.600,303.19557
101990046,BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ,"UYGULAMALI BİLİMLER FAKÜLTESİ
Finans ve Bankacılık
(4 Yıllık)",813.607,249.41035
200210785,ATILIM ÜNİVERSİTESİ (ANKARA),"İŞLETME FAKÜLTESİ
Uluslararası Ticaret ve Lojistik (İngilizce) (%50 İndirimli)
(4 Yıllık)",813.686,249.40493
102790212,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,"BAYRAMİÇ MESLEK YÜKSEKOKULU
Ormancılık ve Orman Ürünleri
(2 Yıllık)",813.702,303.18616
107890018,MUŞ ALPARSLAN ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
İş Sağlığı ve Güvenliği
(4 Yıllık)",813.733,229.79386
110210215,VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ,"EDEBİYAT FAKÜLTESİ
Sosyoloji
(4 Yıllık)",813.912,249.38398
300510481,YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Uluslararası İlişkiler (İngilizce) (Burslu)
(4 Yıllık)",814.154,249.3605
105290151,IĞDIR ÜNİVERSİTESİ,"UYGULAMALI BİLİMLER FAKÜLTESİ
Sosyal Hizmet
(4 Yıllık)",814.285,249.34848
206551364,ÜSKÜDAR ÜNİVERSİTESİ (İSTANBUL),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Anestezi (%50 İndirimli)
(2 Yıllık)",814.418,303.13056
204890181,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),"UYGULAMALI BİLİMLER FAKÜLTESİ
Otel Yöneticiliği (İngilizce) (%50 İndirimli)
(4 Yıllık)",814.461,249.33059
210402054,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Uluslararası Ticaret ve Lojistik (Ücretli)
(4 Yıllık)",814.508,249.32623
110670152,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ (BALIKESİR),"GÖNEN MESLEK YÜKSEKOKULU
Bilişim Güvenliği Teknolojisi
(2 Yıllık)",814.633,303.1133
111690604,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,"ORMANCILIK MESLEK YÜKSEKOKULU
Peyzaj ve Süs Bitkileri Yetiştiriciliği
(2 Yıllık)",814.726,303.10434
105190095,HİTİT ÜNİVERSİTESİ (ÇORUM),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Uluslararası Ticaret ve Lojistik
(4 Yıllık)",814.966,249.28616
107490211,MERSİN ÜNİVERSİTESİ,"ANAMUR MESLEK YÜKSEKOKULU
Aşçılık
(2 Yıllık)",815.334,303.04706
203410323,İSTANBUL TİCARET ÜNİVERSİTESİ,"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Matematik (%50 İndirimli)
(4 Yıllık)",815.371,229.66145
107110096,MARDİN ARTUKLU ÜNİVERSİTESİ,"EDEBİYAT FAKÜLTESİ
Sanat Tarihi
(4 Yıllık)",815.622,233.71863
210000647,MUDANYA ÜNİVERSİTESİ (BURSA),"SANAT VE SOSYAL BİLİMLER FAKÜLTESİ
Yönetim Bilişim Sistemleri (%50 İndirimli)
(4 Yıllık)",815.690,249.22934
300350764,LEFKE AVRUPA ÜNİVERSİTESİ (KKTC-LEFKE),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Tıbbi Görüntüleme Teknikleri (Burslu)
(2 Yıllık)",815.764,303.0089
107451115,MERSİN ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Kontrol ve Otomasyon Teknolojisi
(2 Yıllık)",815.873,303.00014
204890160,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),"UYGULAMALI BİLİMLER FAKÜLTESİ
Gastronomi ve Mutfak Sanatları (İngilizce) (Ücretli)
(4 Yıllık)",816.058,233.67404
200950211,BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ (İSTANBUL),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Tıbbi Laboratuvar Teknikleri (%50 İndirimli)
(2 Yıllık)",816.171,302.9749
205090103,İSTANBUL TOPKAPI ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Havacılık Yönetimi (%50 İndirimli)
(4 Yıllık)",816.378,249.17426
104510365,GİRESUN ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Sosyoloji
(4 Yıllık)",816.509,249.16205
101690127,BARTIN ÜNİVERSİTESİ,"BARTIN MESLEK YÜKSEKOKULU
Mahkeme Büro Hizmetleri
(2 Yıllık)",816.560,302.94244
202090269,IŞIK ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Yönetim Bilişim Sistemleri (İngilizce) (%50 İndirimli)
(4 Yıllık)",816.628,249.15064
103150547,DOKUZ EYLÜL ÜNİVERSİTESİ (İZMİR),"İZMİR MESLEK YÜKSEKOKULU
İklimlendirme ve Soğutma Teknolojisi
(2 Yıllık)",817.004,302.90142
111750932,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,"POLATLI SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Muhasebe ve Vergi Uygulamaları
(2 Yıllık)",817.139,302.88965
209310071,İSTANBUL ATLAS ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Hemşirelik (İngilizce) (%50 İndirimli)
(4 Yıllık)",817.159,229.51499
300250695,GİRNE AMERİKAN ÜNİVERSİTESİ (KKTC-GİRNE),"SAĞLIK MESLEK YÜKSEKOKULU
Tıbbi Görüntüleme Teknikleri (Burslu)
(2 Yıllık)",817.383,302.86773
100150195,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,"GEREDE MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",817.435,302.86342
300150757,DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA),"SAĞLIK HİZMETLERİ YÜKSEKOKULU
Diyaliz (Burslu)
(2 Yıllık)",817.438,302.86325
109751187,BURSA ULUDAĞ ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Tekstil Teknolojisi
(2 Yıllık)",817.529,302.85694
112190118,TRABZON ÜNİVERSİTESİ,"TONYA MESLEK YÜKSEKOKULU
Evde Hasta Bakımı
(2 Yıllık)",817.582,302.8521
108690338,PAMUKKALE ÜNİVERSİTESİ (DENİZLİ),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Siyaset Bilimi ve Kamu Yönetimi (İngilizce) (UOLP-SUNY Cortland) (Ücretli)
(4 Yıllık)",817.696,249.0582
105090082,HARRAN ÜNİVERSİTESİ (ŞANLIURFA),"ŞANLIURFA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Biyomedikal Cihaz Teknolojisi
(2 Yıllık)",817.709,302.84078
106190115,KARABÜK ÜNİVERSİTESİ,"SAFRANBOLU TURİZM FAKÜLTESİ
Rekreasyon Yönetimi
(4 Yıllık)",817.781,233.48417
201290684,DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),"MESLEK YÜKSEKOKULU
Karbon Yönetimi Teknikerliği (Burslu)
(2 Yıllık)",817.817,302.83023
105310601,İNÖNÜ ÜNİVERSİTESİ (MALATYA),"İLETİŞİM FAKÜLTESİ
Halkla İlişkiler ve Tanıtım (Uzaktan Öğretim)
(4 Yıllık)",817.956,233.46585
109110275,SİNOP ÜNİVERSİTESİ,"BOYABAT İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Siyaset Bilimi ve Kamu Yönetimi
(4 Yıllık)",818.452,248.99464
204790829,İSTANBUL OKAN ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
İklimlendirme ve Soğutma Teknolojisi (Burslu)
(2 Yıllık)",818.752,302.75161
101290084,ARDAHAN ÜNİVERSİTESİ,"İLAHİYAT FAKÜLTESİ
İlahiyat (M.T.O.K.)
(4 Yıllık)",818.920,233.36049
108790112,RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ (RİZE),"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Ceza İnfaz ve Güvenlik Hizmetleri
(2 Yıllık)",818.975,302.73361
200350826,AVRASYA ÜNİVERSİTESİ (TRABZON),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Çocuk Gelişimi (Burslu)
(2 Yıllık)",819.227,302.71015
106050893,KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,"KAHRAMANMARAŞ SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Yaşlı Bakımı
(2 Yıllık)",819.317,302.70191
103910707,FIRAT ÜNİVERSİTESİ (ELAZIĞ),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İktisat
(4 Yıllık)",819.457,248.90763
300112127,DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Sağlık Yönetimi (Burslu)
(4 Yıllık)",819.800,248.87837
210402334,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Hemşirelik (Ücretli)
(4 Yıllık)",820.095,229.26837
300512186,YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA),"İLETİŞİM FAKÜLTESİ
Görsel İletişim Tasarımı (Burslu)
(4 Yıllık)",820.221,233.21478
101551168,BALIKESİR ÜNİVERSİTESİ,"BALIKESİR MESLEK YÜKSEKOKULU
Elektronik Teknolojisi
(2 Yıllık)",820.222,302.62017
100590080,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,"PATNOS MESLEK YÜKSEKOKULU
Eczane Hizmetleri
(2 Yıllık)",820.252,302.61819
200510331,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
İşletme (İngilizce) (Ücretli)
(4 Yıllık)",820.304,248.83473
103050512,DİCLE ÜNİVERSİTESİ (DİYARBAKIR),"DİYARBAKIR SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Muhasebe ve Vergi Uygulamaları
(2 Yıllık)",820.535,302.59648
107890111,MUŞ ALPARSLAN ÜNİVERSİTESİ,"İLAHİYAT FAKÜLTESİ
İlahiyat (M.T.O.K.)
(4 Yıllık)",820.588,233.17931
100490319,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),"BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU
Büyük Veri Analistliği
(2 Yıllık)",820.990,302.55873
102890326,ÇANKIRI KARATEKİN ÜNİVERSİTESİ,"İSLAMİ İLİMLER FAKÜLTESİ
İslami İlimler (M.T.O.K.)
(4 Yıllık)",821.089,233.1243
104590116,GİRESUN ÜNİVERSİTESİ,"DERELİ MESLEK YÜKSEKOKULU (Keşap)
Ormancılık ve Orman Ürünleri
(2 Yıllık)",821.149,302.54559
108950366,SELÇUK ÜNİVERSİTESİ (KONYA),"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Turizm ve Otel İşletmeciliği
(2 Yıllık)",821.161,302.54452
100750798,AKDENİZ ÜNİVERSİTESİ (ANTALYA),"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Halkla İlişkiler ve Tanıtım
(2 Yıllık)",821.195,302.54154
106710242,KIRKLARELİ ÜNİVERSİTESİ,"İLAHİYAT FAKÜLTESİ
İlahiyat
(4 Yıllık)",821.381,233.09345
100350933,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,"AYDIN MESLEK YÜKSEKOKULU
İnşaat Teknolojisi
(2 Yıllık)",821.854,302.48604
112572408,ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"ULUBORLU SELAHATTİN KARASOY MESLEK YÜKSEKOKULU
Evde Hasta Bakımı
(2 Yıllık)",822.148,302.46101
112370840,KAYSERİ ÜNİVERSİTESİ,"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Dış Ticaret
(2 Yıllık)",822.539,302.42764
201490100,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ (İSTANBUL),"MESLEK YÜKSEKOKULU
Engelliler İçin Gölge Öğreticilik (Burslu)
(2 Yıllık)",822.774,302.40883
103650657,ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ,"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Acil Durum ve Afet Yönetimi
(2 Yıllık)",822.889,302.39858
106710181,KIRKLARELİ ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Sosyoloji
(4 Yıllık)",823.159,248.58716
111890215,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"DENİZCİLİK MESLEK YÜKSEKOKULU (Kocaali)
Deniz ve Liman İşletmeciliği
(2 Yıllık)",823.436,302.35211
111890174,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"FERİZLİ MESLEK YÜKSEKOKULU
Grafik Tasarımı
(2 Yıllık)",823.471,302.34881
102010022,BİNGÖL ÜNİVERSİTESİ,"ZİRAAT FAKÜLTESİ
Zootekni
(4 Yıllık)",823.628,228.97768
101950845,BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ,"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Çocuk Gelişimi
(2 Yıllık)",823.738,302.32846
107810141,MUŞ ALPARSLAN ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Tarih
(4 Yıllık)",823.822,232.8254
300190431,DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA),"İŞLETME VE EKONOMİ FAKÜLTESİ
İnsan Kaynakları Yönetimi (İngilizce) (Burslu)
(4 Yıllık)",823.921,248.52373
109751424,BURSA ULUDAĞ ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
İklimlendirme ve Soğutma Teknolojisi
(2 Yıllık)",824.226,302.29056
105390298,İNÖNÜ ÜNİVERSİTESİ (MALATYA),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Siyaset Bilimi ve Uluslararası İlişkiler
(4 Yıllık)",824.275,248.49383
100450041,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),"AFYON MESLEK YÜKSEKOKULU
Elektrik
(2 Yıllık)",824.620,302.25656
210302376,İSTANBUL BEYKENT ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Ebelik (%50 İndirimli)
(4 Yıllık)",824.626,228.89547
106850249,KİLİS 7 ARALIK ÜNİVERSİTESİ,"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Optisyenlik
(2 Yıllık)",824.753,302.24478
